Sample_ID,pF,theta_VGM,k_VGM,theta_PDI,k_PDI
TUBS_117,3.896,0.0807,5.3e-07,0.096,8.289e-06
TUBS_117,3.984,0.0786,2.91e-07,0.0929,6.121e-06
TUBS_117,4.072,0.0766,1.6e-07,0.0898,4.524e-06
TUBS_117,4.16,0.0749,8.8e-08,0.0868,3.346e-06
TUBS_117,4.248,0.0733,4.8e-08,0.0838,2.477e-06
TUBS_117,4.336,0.0719,2.6e-08,0.0808,1.836e-06
TUBS_117,4.424,0.0707,1.4e-08,0.0779,1.363e-06
TUBS_117,4.512,0.0696,8e-09,0.0749,1.015e-06
TUBS_117,4.6,0.0686,4e-09,0.072,7.58e-07
TUBS_117,4.688,0.0676,2e-09,0.0691,5.68e-07
TUBS_117,4.776,0.0668,1e-09,0.0662,4.29e-07
TUBS_117,4.864,0.0661,1e-09,0.0633,3.26e-07
TUBS_117,4.952,0.0654,0,0.0604,2.5e-07
TUBS_117,5.04,0.0648,0,0.0575,1.95e-07
TUBS_117,5.128,0.0643,0,0.0546,1.53e-07
TUBS_117,5.216,0.0638,0,0.0517,1.23e-07
TUBS_117,5.304,0.0634,0,0.0489,1.01e-07
TUBS_117,5.392,0.063,0,0.046,8.4e-08
TUBS_117,5.48,0.0627,0,0.0431,7.1e-08
TUBS_117,5.568,0.0624,0,0.0402,6.1e-08
TUBS_117,5.656,0.0621,0,0.0373,5.3e-08
TUBS_117,5.744,0.0618,0,0.0345,4.7e-08
TUBS_117,5.832,0.0616,0,0.0316,4.1e-08
TUBS_117,5.92,0.0614,0,0.0287,3.6e-08
TUBS_117,6.008,0.0612,0,0.0258,3.1e-08
TUBS_117,6.096,0.0611,0,0.023,2.7e-08
TUBS_117,6.184,0.0609,0,0.0201,2.2e-08
TUBS_117,6.272,0.0608,0,0.0172,1.7e-08
TUBS_117,6.36,0.0607,0,0.0144,1.3e-08
TUBS_117,6.448,0.0606,0,0.0115,9e-09
TUBS_117,6.536,0.0605,0,0.0086,6e-09
TUBS_117,6.624,0.0604,0,0.0057,4e-09
TUBS_117,6.712,0.0603,0,0.0029,2e-09
TUBS_117,6.8,0.0602,0,0,1e-09
TUBS_118,-2,0.386,62.972958914,0.3795,20.29173584
TUBS_118,-1.912,0.386,62.474631045,0.3795,20.291707806
TUBS_118,-1.824,0.386,61.941169367,0.3795,20.291665755
TUBS_118,-1.736,0.386,61.37027933,0.3795,20.291605015
TUBS_118,-1.648,0.386,60.759557175,0.3795,20.291525586
TUBS_118,-1.56,0.386,60.106466819,0.3795,20.291408779
TUBS_118,-1.472,0.386,59.408378658,0.3795,20.291240578
TUBS_118,-1.384,0.386,58.662531443,0.3795,20.291006968
TUBS_118,-1.296,0.386,57.866018294,0.3795,20.290675246
TUBS_118,-1.208,0.386,57.015888961,0.3795,20.290198697
TUBS_118,-1.12,0.386,56.109047986,0.3795,20.289530614
TUBS_118,-1.032,0.386,55.142341051,0.3795,20.288577581
TUBS_118,-0.944,0.386,54.112537526,0.3795,20.2872322
TUBS_118,-0.856,0.386,53.016359193,0.3795,20.285317054
TUBS_118,-0.768,0.386,51.850541942,0.3795,20.282603462
TUBS_118,-0.68,0.386,50.611801959,0.3795,20.278760217
TUBS_118,-0.592,0.3859,49.296966989,0.3795,20.273307141
TUBS_118,-0.504,0.3859,47.902954486,0.3795,20.265573572
TUBS_118,-0.416,0.3859,46.426901488,0.3795,20.254610685
TUBS_118,-0.328,0.3858,44.866232236,0.3795,20.239067554
TUBS_118,-0.24,0.3858,43.218799579,0.3795,20.217036725
TUBS_118,-0.152,0.3857,41.482956396,0.3794,20.185815526
TUBS_118,-0.064,0.3856,39.657807467,0.3794,20.141601536
TUBS_118,0.024,0.3854,37.743372216,0.3794,20.079014808
TUBS_118,0.112,0.3853,35.740851908,0.3793,19.990465166
TUBS_118,0.2,0.385,33.652931383,0.3793,19.865321589
TUBS_118,0.288,0.3847,31.484202716,0.3792,19.688734382
TUBS_118,0.376,0.3843,29.241517045,0.379,19.440082336
TUBS_118,0.464,0.3838,26.934579514,0.3788,19.091044942
TUBS_118,0.552,0.3831,24.576418851,0.3786,18.603236191
TUBS_118,0.64,0.3821,22.184012435,0.3782,17.925760927
TUBS_118,0.728,0.381,19.778775454,0.3776,16.993189481
TUBS_118,0.816,0.3794,17.386921767,0.3769,15.757760666
TUBS_118,0.904,0.3775,15.039486216,0.3758,14.357581824
TUBS_118,0.992,0.375,12.771823259,0.3744,12.85466609
TUBS_118,1.08,0.3718,10.622281343,0.3723,11.269893189
TUBS_118,1.168,0.3678,8.629897947,0.3695,9.636799205
TUBS_118,1.256,0.363,6.831042542,0.3658,8.001572599
TUBS_118,1.344,0.357,5.255295972,0.3608,6.421139868
TUBS_118,1.432,0.3499,3.92128574,0.3544,4.95733468
TUBS_118,1.52,0.3417,2.833551693,0.3462,3.667426257
TUBS_118,1.608,0.3322,1.981552349,0.3362,2.592969689
TUBS_118,1.696,0.3216,1.341417939,0.3245,1.750756148
TUBS_118,1.784,0.3101,0.880124213,0.3113,1.130559136
TUBS_118,1.872,0.2978,0.560872608,0.2971,0.700813066
TUBS_118,1.96,0.285,0.348125623,0.2824,0.419273815
TUBS_118,2.048,0.2719,0.211128129,0.2678,0.243635601
TUBS_118,2.136,0.2588,0.125527593,0.2537,0.138384427
TUBS_118,2.224,0.2458,0.073403742,0.2404,0.077302974
TUBS_118,2.312,0.2331,0.042342208,0.2279,0.042711635
TUBS_118,2.4,0.2208,0.024156994,0.2164,0.023463738
TUBS_118,2.488,0.209,0.013661438,0.2058,0.012878023
TUBS_118,2.576,0.1978,0.00767255,0.1961,0.007094539
TUBS_118,2.664,0.1872,0.004285765,0.1872,0.003941274
TUBS_118,2.752,0.1772,0.002383898,0.179,0.002218221
TUBS_118,2.84,0.1677,0.0013217,0.1715,0.001270414
TUBS_118,2.928,0.1589,0.000730953,0.1645,0.000743617
TUBS_118,3.016,0.1506,0.000403469,0.1581,0.000446486
TUBS_118,3.104,0.1429,0.000222378,0.1521,0.000275655
TUBS_118,3.192,0.1357,0.000122429,0.1464,0.000175128
TUBS_118,3.28,0.129,6.7345e-05,0.1411,0.000114382
TUBS_118,3.368,0.1227,3.702e-05,0.1361,7.6616e-05
TUBS_118,3.456,0.1168,2.034e-05,0.1314,5.2454e-05
TUBS_118,3.544,0.1114,1.1172e-05,0.1268,3.6567e-05
TUBS_118,3.632,0.1063,6.134e-06,0.1224,2.5864e-05
TUBS_118,3.72,0.1016,3.367e-06,0.1182,1.8502e-05
TUBS_118,3.808,0.0972,1.848e-06,0.1141,1.335e-05
TUBS_118,3.896,0.0931,1.014e-06,0.1102,9.696e-06
TUBS_118,3.984,0.0893,5.57e-07,0.1063,7.077e-06
TUBS_118,4.072,0.0858,3.05e-07,0.1026,5.185e-06
TUBS_118,4.16,0.0825,1.68e-07,0.0989,3.81e-06
TUBS_118,4.248,0.0794,9.2e-08,0.0953,2.807e-06
TUBS_118,4.336,0.0766,5e-08,0.0917,2.073e-06
TUBS_118,4.424,0.0739,2.8e-08,0.0882,1.535e-06
TUBS_118,4.512,0.0714,1.5e-08,0.0848,1.14e-06
TUBS_118,4.6,0.0691,8e-09,0.0813,8.49e-07
TUBS_118,4.688,0.067,5e-09,0.0779,6.35e-07
TUBS_118,4.776,0.065,3e-09,0.0746,4.78e-07
TUBS_118,4.864,0.0632,1e-09,0.0712,3.62e-07
TUBS_118,4.952,0.0614,1e-09,0.0679,2.77e-07
TUBS_118,5.04,0.0598,0,0.0646,2.14e-07
TUBS_118,5.128,0.0583,0,0.0613,1.68e-07
TUBS_118,5.216,0.057,0,0.058,1.34e-07
TUBS_118,5.304,0.0557,0,0.0547,1.09e-07
TUBS_118,5.392,0.0545,0,0.0515,9e-08
TUBS_118,5.48,0.0534,0,0.0482,7.6e-08
TUBS_118,5.568,0.0523,0,0.045,6.5e-08
TUBS_118,5.656,0.0514,0,0.0418,5.7e-08
TUBS_118,5.744,0.0505,0,0.0385,5e-08
TUBS_118,5.832,0.0496,0,0.0353,4.4e-08
TUBS_118,5.92,0.0488,0,0.0321,3.8e-08
TUBS_118,6.008,0.0481,0,0.0289,3.3e-08
TUBS_118,6.096,0.0474,0,0.0256,2.8e-08
TUBS_118,6.184,0.0468,0,0.0224,2.3e-08
TUBS_118,6.272,0.0462,0,0.0192,1.8e-08
TUBS_118,6.36,0.0457,0,0.016,1.4e-08
TUBS_118,6.448,0.0452,0,0.0128,1e-08
TUBS_118,6.536,0.0447,0,0.0096,7e-09
TUBS_118,6.624,0.0443,0,0.0064,4e-09
TUBS_118,6.712,0.0439,0,0.0032,2e-09
TUBS_118,6.8,0.0435,0,0,1e-09
TUBS_119,-2,0.3737,0.130632299,0.38,1.085290631
TUBS_119,-1.912,0.3737,0.129275799,0.38,1.085277857
TUBS_119,-1.824,0.3737,0.127863347,0.38,1.085260919
TUBS_119,-1.736,0.3737,0.126393052,0.38,1.085238469
TUBS_119,-1.648,0.3737,0.124863004,0.38,1.085208711
TUBS_119,-1.56,0.3737,0.123271281,0.38,1.085169268
TUBS_119,-1.472,0.3737,0.121615954,0.38,1.085116986
TUBS_119,-1.384,0.3737,0.119895093,0.38,1.085047693
TUBS_119,-1.296,0.3737,0.118106788,0.38,1.08495585
TUBS_119,-1.208,0.3737,0.116249143,0.38,1.084834112
TUBS_119,-1.12,0.3737,0.114320304,0.38,1.084672756
TUBS_119,-1.032,0.3737,0.112318455,0.38,1.084458894
TUBS_119,-0.944,0.3737,0.110241852,0.38,1.08417546
TUBS_119,-0.856,0.3737,0.108088829,0.38,1.083799849
TUBS_119,-0.768,0.3737,0.105857821,0.38,1.083302127
TUBS_119,-0.68,0.3737,0.103547386,0.38,1.082642683
TUBS_119,-0.592,0.3737,0.101156238,0.38,1.081769003
TUBS_119,-0.504,0.3737,0.098683263,0.38,1.080611657
TUBS_119,-0.416,0.3737,0.096127578,0.38,1.079078889
TUBS_119,-0.328,0.3737,0.093488502,0.38,1.077049544
TUBS_119,-0.24,0.3737,0.090765729,0.38,1.074363838
TUBS_119,-0.152,0.3737,0.087959226,0.38,1.070811392
TUBS_119,-0.064,0.3737,0.085069386,0.38,1.06611582
TUBS_119,0.024,0.3737,0.08209704,0.38,1.05991498
TUBS_119,0.112,0.3736,0.079043598,0.3799,1.051735495
TUBS_119,0.2,0.3736,0.075911015,0.3799,1.040963184
TUBS_119,0.288,0.3736,0.072702007,0.3799,1.026806518
TUBS_119,0.376,0.3735,0.069420078,0.3798,1.008255281
TUBS_119,0.464,0.3735,0.066069603,0.3798,0.984037672
TUBS_119,0.552,0.3734,0.062656091,0.3797,0.952583321
TUBS_119,0.64,0.3733,0.059186165,0.3796,0.91200716
TUBS_119,0.728,0.3732,0.055667857,0.3795,0.860135949
TUBS_119,0.816,0.373,0.052110699,0.3794,0.795988776
TUBS_119,0.904,0.3728,0.048525911,0.3792,0.726286113
TUBS_119,0.992,0.3725,0.044926667,0.3789,0.653601635
TUBS_119,1.08,0.3722,0.041328191,0.3786,0.57851598
TUBS_119,1.168,0.3718,0.037747953,0.3781,0.501955168
TUBS_119,1.256,0.3713,0.034205812,0.3775,0.425221808
TUBS_119,1.344,0.3706,0.030724067,0.3767,0.350021144
TUBS_119,1.432,0.3697,0.027327355,0.3757,0.278413077
TUBS_119,1.52,0.3686,0.024042427,0.3744,0.212662341
TUBS_119,1.608,0.3673,0.020897657,0.3727,0.154963333
TUBS_119,1.696,0.3656,0.017922212,0.3706,0.107046581
TUBS_119,1.784,0.3635,0.015144868,0.3679,0.069775876
TUBS_119,1.872,0.3609,0.012592443,0.3646,0.042891882
TUBS_119,1.96,0.3577,0.010287859,0.3606,0.025052877
TUBS_119,2.048,0.3539,0.008248062,0.3557,0.014202948
TUBS_119,2.136,0.3494,0.006482059,0.35,0.008119491
TUBS_119,2.224,0.3441,0.004989461,0.3435,0.004907369
TUBS_119,2.312,0.338,0.003759963,0.3361,0.003231526
TUBS_119,2.4,0.3311,0.002774012,0.328,0.002300811
TUBS_119,2.488,0.3234,0.002004673,0.3193,0.001716028
TUBS_119,2.576,0.315,0.001420397,0.3103,0.001302195
TUBS_119,2.664,0.306,0.000988106,0.301,0.000989153
TUBS_119,2.752,0.2965,0.000676014,0.2917,0.000747497
TUBS_119,2.84,0.2867,0.000455695,0.2824,0.00056138
TUBS_119,2.928,0.2765,0.000303246,0.2732,0.00041937
TUBS_119,3.016,0.2663,0.000199589,0.2641,0.000312038
TUBS_119,3.104,0.2561,0.000130154,0.2553,0.000231528
TUBS_119,3.192,0.2459,8.4227e-05,0.2467,0.000171466
TUBS_119,3.28,0.2359,5.4165e-05,0.2384,0.000126826
TUBS_119,3.368,0.2261,3.4655e-05,0.2302,9.3732e-05
TUBS_119,3.456,0.2166,2.2082e-05,0.2223,6.9238e-05
TUBS_119,3.544,0.2073,1.4024e-05,0.2146,5.1126e-05
TUBS_119,3.632,0.1984,8.884e-06,0.2071,3.7744e-05
TUBS_119,3.72,0.1897,5.616e-06,0.1997,2.786e-05
TUBS_119,3.808,0.1814,3.544e-06,0.1926,2.0564e-05
TUBS_119,3.896,0.1735,2.234e-06,0.1856,1.5179e-05
TUBS_119,3.984,0.1658,1.407e-06,0.1788,1.1204e-05
TUBS_119,4.072,0.1585,8.85e-07,0.1721,8.271e-06
TUBS_119,4.16,0.1514,5.56e-07,0.1656,6.107e-06
TUBS_119,4.248,0.1447,3.5e-07,0.1591,4.511e-06
TUBS_119,4.336,0.1383,2.2e-07,0.1528,3.333e-06
TUBS_119,4.424,0.1321,1.38e-07,0.1466,2.464e-06
TUBS_119,4.512,0.1262,8.7e-08,0.1405,1.823e-06
TUBS_119,4.6,0.1206,5.4e-08,0.1345,1.35e-06
TUBS_119,4.688,0.1152,3.4e-08,0.1286,1.002e-06
TUBS_119,4.776,0.11,2.1e-08,0.1227,7.45e-07
TUBS_119,4.864,0.1051,1.3e-08,0.1169,5.56e-07
TUBS_119,4.952,0.1004,8e-09,0.1112,4.17e-07
TUBS_119,5.04,0.0959,5e-09,0.1055,3.15e-07
TUBS_119,5.128,0.0916,3e-09,0.0999,2.39e-07
TUBS_119,5.216,0.0875,2e-09,0.0944,1.84e-07
TUBS_119,5.304,0.0836,1e-09,0.0889,1.43e-07
TUBS_119,5.392,0.0799,1e-09,0.0834,1.13e-07
TUBS_119,5.48,0.0763,1e-09,0.078,9.1e-08
TUBS_119,5.568,0.0729,0,0.0726,7.5e-08
TUBS_119,5.656,0.0696,0,0.0673,6.2e-08
TUBS_119,5.744,0.0665,0,0.062,5.3e-08
TUBS_119,5.832,0.0635,0,0.0567,4.5e-08
TUBS_119,5.92,0.0607,0,0.0514,3.8e-08
TUBS_119,6.008,0.058,0,0.0462,3.3e-08
TUBS_119,6.096,0.0554,0,0.041,2.8e-08
TUBS_119,6.184,0.0529,0,0.0358,2.3e-08
TUBS_119,6.272,0.0505,0,0.0306,1.8e-08
TUBS_119,6.36,0.0483,0,0.0255,1.4e-08
TUBS_119,6.448,0.0461,0,0.0204,1e-08
TUBS_119,6.536,0.0441,0,0.0153,7e-09
TUBS_119,6.624,0.0421,0,0.0102,4e-09
TUBS_119,6.712,0.0402,0,0.0051,3e-09
TUBS_119,6.8,0.0384,0,0,1e-09
TUBS_120,-2,0.38,0.092926333,0.38,1.176862962
TUBS_120,-1.912,0.38,0.091973349,0.38,1.176830631
TUBS_120,-1.824,0.38,0.090980475,0.38,1.176788414
TUBS_120,-1.736,0.38,0.089946361,0.38,1.176733285
TUBS_120,-1.648,0.38,0.088869574,0.38,1.176661295
TUBS_120,-1.56,0.38,0.087748742,0.38,1.176567292
TUBS_120,-1.472,0.38,0.086582456,0.38,1.176444555
TUBS_120,-1.384,0.38,0.085369276,0.38,1.176284299
TUBS_120,-1.296,0.38,0.084107825,0.38,1.176075056
TUBS_120,-1.208,0.38,0.082796714,0.38,1.17580185
TUBS_120,-1.12,0.38,0.08143455,0.38,1.175445146
TUBS_120,-1.032,0.38,0.08002001,0.38,1.174979466
TUBS_120,-0.944,0.38,0.078551793,0.38,1.17437157
TUBS_120,-0.856,0.38,0.077028688,0.38,1.173578136
TUBS_120,-0.768,0.38,0.075449506,0.38,1.172542705
TUBS_120,-0.68,0.38,0.073813177,0.38,1.171191751
TUBS_120,-0.592,0.38,0.072118718,0.38,1.169429446
TUBS_120,-0.504,0.38,0.070365309,0.38,1.167131222
TUBS_120,-0.416,0.38,0.068552232,0.38,1.164135392
TUBS_120,-0.328,0.38,0.066679003,0.38,1.160232418
TUBS_120,-0.24,0.38,0.064745308,0.38,1.155151358
TUBS_120,-0.152,0.38,0.062751108,0.38,1.148542975
TUBS_120,-0.064,0.3799,0.060696633,0.3799,1.139958961
TUBS_120,0.024,0.3799,0.058582459,0.3799,1.128826739
TUBS_120,0.112,0.3799,0.056409545,0.3799,1.114419172
TUBS_120,0.2,0.3799,0.054179301,0.3799,1.095823877
TUBS_120,0.288,0.3798,0.051893636,0.3798,1.071910603
TUBS_120,0.376,0.3798,0.049555071,0.3798,1.041304605
TUBS_120,0.464,0.3797,0.047166788,0.3797,1.002377097
TUBS_120,0.552,0.3796,0.044732719,0.3796,0.953271724
TUBS_120,0.64,0.3795,0.042257695,0.3795,0.891997639
TUBS_120,0.728,0.3794,0.039747517,0.3793,0.816627399
TUBS_120,0.816,0.3792,0.03720912,0.3791,0.727443504
TUBS_120,0.904,0.379,0.034650651,0.3788,0.63488404
TUBS_120,0.992,0.3788,0.032081658,0.3784,0.54321801
TUBS_120,1.08,0.3784,0.029513193,0.3779,0.454009698
TUBS_120,1.168,0.378,0.026957909,0.3773,0.369139713
TUBS_120,1.256,0.3774,0.024430171,0.3766,0.290658608
TUBS_120,1.344,0.3767,0.021946057,0.3756,0.220586312
TUBS_120,1.432,0.3758,0.01952329,0.3743,0.160619859
TUBS_120,1.52,0.3747,0.017181058,0.3727,0.111818229
TUBS_120,1.608,0.3732,0.014939604,0.3708,0.074351374
TUBS_120,1.696,0.3715,0.01281966,0.3684,0.047405529
TUBS_120,1.784,0.3693,0.010841563,0.3654,0.029337243
TUBS_120,1.872,0.3666,0.009024142,0.3619,0.01804048
TUBS_120,1.96,0.3633,0.007383358,0.3578,0.011393105
TUBS_120,2.048,0.3593,0.005930862,0.3529,0.007615543
TUBS_120,2.136,0.3546,0.004672656,0.3473,0.005439119
TUBS_120,2.224,0.3491,0.00360814,0.341,0.004088674
TUBS_120,2.312,0.3428,0.002729797,0.3342,0.003154177
TUBS_120,2.4,0.3356,0.002023712,0.3268,0.002446756
TUBS_120,2.488,0.3276,0.001470901,0.3191,0.001887821
TUBS_120,2.576,0.3189,0.001049231,0.3112,0.001443379
TUBS_120,2.664,0.3097,0.00073555,0.3031,0.001093648
TUBS_120,2.752,0.2999,0.000507603,0.295,0.000822459
TUBS_120,2.84,0.2897,0.000345457,0.2868,0.000614974
TUBS_120,2.928,0.2793,0.000232286,0.2788,0.00045792
TUBS_120,3.016,0.2688,0.000154593,0.2708,0.00033998
TUBS_120,3.104,0.2583,0.000102004,0.2629,0.000251909
TUBS_120,3.192,0.2479,6.6827e-05,0.2552,0.000186399
TUBS_120,3.28,0.2377,4.3527e-05,0.2475,0.0001378
TUBS_120,3.368,0.2277,2.8218e-05,0.24,0.000101812
TUBS_120,3.456,0.218,1.8224e-05,0.2326,7.5192e-05
TUBS_120,3.544,0.2086,1.1734e-05,0.2253,5.5517e-05
TUBS_120,3.632,0.1994,7.537e-06,0.2182,4.0982e-05
TUBS_120,3.72,0.1907,4.832e-06,0.2111,3.025e-05
TUBS_120,3.808,0.1822,3.093e-06,0.2042,2.2327e-05
TUBS_120,3.896,0.1741,1.978e-06,0.1973,1.6479e-05
TUBS_120,3.984,0.1663,1.263e-06,0.1905,1.2163e-05
TUBS_120,4.072,0.1589,8.06e-07,0.1838,8.978e-06
TUBS_120,4.16,0.1518,5.15e-07,0.1772,6.629e-06
TUBS_120,4.248,0.1449,3.28e-07,0.1707,4.895e-06
TUBS_120,4.336,0.1384,2.09e-07,0.1642,3.615e-06
TUBS_120,4.424,0.1322,1.33e-07,0.1578,2.672e-06
TUBS_120,4.512,0.1262,8.5e-08,0.1515,1.976e-06
TUBS_120,4.6,0.1205,5.4e-08,0.1452,1.462e-06
TUBS_120,4.688,0.1151,3.4e-08,0.139,1.084e-06
TUBS_120,4.776,0.1099,2.2e-08,0.1329,8.05e-07
TUBS_120,4.864,0.1049,1.4e-08,0.1268,6e-07
TUBS_120,4.952,0.1002,9e-09,0.1207,4.48e-07
TUBS_120,5.04,0.0956,6e-09,0.1147,3.37e-07
TUBS_120,5.128,0.0913,4e-09,0.1087,2.55e-07
TUBS_120,5.216,0.0872,2e-09,0.1027,1.95e-07
TUBS_120,5.304,0.0832,1e-09,0.0968,1.51e-07
TUBS_120,5.392,0.0795,1e-09,0.0909,1.18e-07
TUBS_120,5.48,0.0759,1e-09,0.0851,9.4e-08
TUBS_120,5.568,0.0725,0,0.0793,7.7e-08
TUBS_120,5.656,0.0692,0,0.0735,6.3e-08
TUBS_120,5.744,0.066,0,0.0677,5.3e-08
TUBS_120,5.832,0.0631,0,0.062,4.5e-08
TUBS_120,5.92,0.0602,0,0.0562,3.9e-08
TUBS_120,6.008,0.0575,0,0.0505,3.3e-08
TUBS_120,6.096,0.0549,0,0.0449,2.8e-08
TUBS_120,6.184,0.0524,0,0.0392,2.3e-08
TUBS_120,6.272,0.05,0,0.0336,1.8e-08
TUBS_120,6.36,0.0478,0,0.0279,1.4e-08
TUBS_120,6.448,0.0456,0,0.0223,1e-08
TUBS_120,6.536,0.0435,0,0.0167,7e-09
TUBS_120,6.624,0.0416,0,0.0111,4e-09
TUBS_120,6.712,0.0397,0,0.0056,3e-09
TUBS_120,6.8,0.0379,0,0,1e-09
TUBS_121,-2,0.3868,1.036806526,0.3861,3.050943113
TUBS_121,-1.912,0.3868,1.020867882,0.3861,3.05088614
TUBS_121,-1.824,0.3868,1.004410762,0.3861,3.050810975
TUBS_121,-1.736,0.3868,0.987424977,0.3861,3.050711857
TUBS_121,-1.648,0.3868,0.969900837,0.3861,3.050580993
TUBS_121,-1.56,0.3868,0.951829255,0.3861,3.050408342
TUBS_121,-1.472,0.3868,0.933201856,0.3861,3.050180498
TUBS_121,-1.384,0.3868,0.9140111,0.3861,3.049879916
TUBS_121,-1.296,0.3868,0.894250412,0.3861,3.049483305
TUBS_121,-1.208,0.3868,0.873914341,0.3861,3.048960023
TUBS_121,-1.12,0.3868,0.852998725,0.3861,3.048269565
TUBS_121,-1.032,0.3868,0.83150088,0.3861,3.047358648
TUBS_121,-0.944,0.3868,0.809419798,0.3861,3.046156907
TUBS_121,-0.856,0.3868,0.786756392,0.3861,3.044571797
TUBS_121,-0.768,0.3868,0.763513763,0.3861,3.042481177
TUBS_121,-0.68,0.3868,0.73969743,0.3861,3.039724333
TUBS_121,-0.592,0.3868,0.715315754,0.3861,3.036089361
TUBS_121,-0.504,0.3867,0.690380188,0.3861,3.0312977
TUBS_121,-0.416,0.3867,0.664905737,0.3861,3.024983499
TUBS_121,-0.328,0.3867,0.638911433,0.3861,3.016666774
TUBS_121,-0.24,0.3867,0.612420754,0.386,3.005719093
TUBS_121,-0.152,0.3867,0.58546228,0.386,2.991319692
TUBS_121,-0.064,0.3866,0.558070261,0.386,2.972400187
TUBS_121,0.024,0.3866,0.530285327,0.386,2.947575853
TUBS_121,0.112,0.3865,0.502155287,0.3859,2.915059475
TUBS_121,0.2,0.3864,0.473736012,0.3859,2.872568673
TUBS_121,0.288,0.3863,0.445092319,0.3858,2.817219203
TUBS_121,0.376,0.3862,0.416299031,0.3857,2.745421561
TUBS_121,0.464,0.386,0.387442046,0.3856,2.652805382
TUBS_121,0.552,0.3858,0.358619417,0.3855,2.534216359
TUBS_121,0.64,0.3855,0.329942461,0.3853,2.383866112
TUBS_121,0.728,0.3851,0.301536674,0.385,2.195742156
TUBS_121,0.816,0.3847,0.273542423,0.3846,1.969322941
TUBS_121,0.904,0.3841,0.246115225,0.3842,1.731840055
TUBS_121,0.992,0.3834,0.219425274,0.3836,1.494519273
TUBS_121,1.08,0.3825,0.193655934,0.3828,1.261293652
TUBS_121,1.168,0.3814,0.169000792,0.3818,1.036988036
TUBS_121,1.256,0.3801,0.145658797,0.3805,0.826984276
TUBS_121,1.344,0.3783,0.123827117,0.3789,0.636755288
TUBS_121,1.432,0.3762,0.103691484,0.3769,0.47114802
TUBS_121,1.52,0.3737,0.085414224,0.3743,0.333566686
TUBS_121,1.608,0.3706,0.069120712,0.3711,0.225262536
TUBS_121,1.696,0.3668,0.054885889,0.3673,0.144968685
TUBS_121,1.784,0.3625,0.042722986,0.3627,0.08914412
TUBS_121,1.872,0.3574,0.032577301,0.3573,0.052789482
TUBS_121,1.96,0.3516,0.024327165,0.3511,0.030539759
TUBS_121,2.048,0.345,0.017793111,0.3441,0.017621578
TUBS_121,2.136,0.3378,0.012754302,0.3364,0.010383582
TUBS_121,2.224,0.3299,0.008969216,0.3282,0.00637586
TUBS_121,2.312,0.3215,0.006196582,0.3195,0.004118596
TUBS_121,2.4,0.3126,0.004212804,0.3105,0.002789834
TUBS_121,2.488,0.3034,0.00282357,0.3014,0.001959575
TUBS_121,2.576,0.294,0.001869122,0.2923,0.00140945
TUBS_121,2.664,0.2844,0.001224246,0.2833,0.001027819
TUBS_121,2.752,0.2748,0.000794727,0.2744,0.000754967
TUBS_121,2.84,0.2652,0.000512083,0.2658,0.000556455
TUBS_121,2.928,0.2558,0.00032795,0.2573,0.000410726
TUBS_121,3.016,0.2465,0.000208984,0.249,0.0003033
TUBS_121,3.104,0.2374,0.000132638,0.241,0.000223981
TUBS_121,3.192,0.2285,8.3911e-05,0.2331,0.000165387
TUBS_121,3.28,0.2199,5.2947e-05,0.2255,0.000122105
TUBS_121,3.368,0.2115,3.334e-05,0.218,9.0139e-05
TUBS_121,3.456,0.2034,2.096e-05,0.2108,6.6536e-05
TUBS_121,3.544,0.1956,1.316e-05,0.2037,4.9109e-05
TUBS_121,3.632,0.188,8.254e-06,0.1968,3.6244e-05
TUBS_121,3.72,0.1807,5.173e-06,0.19,2.6749e-05
TUBS_121,3.808,0.1737,3.24e-06,0.1834,1.9742e-05
TUBS_121,3.896,0.167,2.028e-06,0.1769,1.4571e-05
TUBS_121,3.984,0.1604,1.269e-06,0.1705,1.0756e-05
TUBS_121,4.072,0.1542,7.94e-07,0.1643,7.941e-06
TUBS_121,4.16,0.1482,4.96e-07,0.1582,5.864e-06
TUBS_121,4.248,0.1424,3.1e-07,0.1521,4.332e-06
TUBS_121,4.336,0.1368,1.94e-07,0.1462,3.201e-06
TUBS_121,4.424,0.1315,1.21e-07,0.1403,2.367e-06
TUBS_121,4.512,0.1263,7.6e-08,0.1346,1.752e-06
TUBS_121,4.6,0.1214,4.7e-08,0.1289,1.299e-06
TUBS_121,4.688,0.1166,3e-08,0.1232,9.65e-07
TUBS_121,4.776,0.1121,1.9e-08,0.1177,7.18e-07
TUBS_121,4.864,0.1077,1.2e-08,0.1122,5.37e-07
TUBS_121,4.952,0.1035,7e-09,0.1067,4.03e-07
TUBS_121,5.04,0.0994,5e-09,0.1013,3.05e-07
TUBS_121,5.128,0.0955,3e-09,0.096,2.33e-07
TUBS_121,5.216,0.0918,2e-09,0.0907,1.8e-07
TUBS_121,5.304,0.0882,1e-09,0.0854,1.4e-07
TUBS_121,5.392,0.0847,1e-09,0.0802,1.12e-07
TUBS_121,5.48,0.0814,0,0.075,9e-08
TUBS_121,5.568,0.0782,0,0.0698,7.4e-08
TUBS_121,5.656,0.0752,0,0.0647,6.2e-08
TUBS_121,5.744,0.0722,0,0.0596,5.3e-08
TUBS_121,5.832,0.0694,0,0.0545,4.6e-08
TUBS_121,5.92,0.0667,0,0.0495,3.9e-08
